"codigo_de_referencia","titulo_propio","fecha","usuario","accion"
"MXIM-AV-1-11-46","Nuestra capital hace medio siglo","2016-04-20 14:09:44","Carlos","U"
"MXIM-AV-1-11-134","Los teatros del pueblo","2016-04-20 14:13:07","Carlos","U"
"MXIM-AV-1-11-107","México, ciudad de ciudades: El Centro Histórico","2016-04-20 14:15:30","Carlos","U"
"MXIM-AV-1-11-206","Tikal Guatemala, C. A.","2016-04-20 14:16:48","Carlos","U"
"MXIM-AV-1-12-232","Senderos","2016-04-20 14:19:08","Carlos","U"
"MXIM-AV-1-12-233","Formas de habitar en una urbanización no regulada","2016-04-20 14:19:36","Carlos","U"
"MXIM-AV-1-12-235","Acuarelas del mundo maya","2016-04-20 14:20:09","Carlos","U"
"MXIM-AV-1-12-236","Extrayendo y llevando agua a casa","2016-04-20 14:20:28","Carlos","U"
"MXIM-AV-1-12-237","La vida cotidiana de los migrantes en méxico y en los Estados Unidos","2016-04-20 14:20:50","Carlos","U"
"MXIM-AV-1-12-287","Audiovisuales de los Caracoles Zapatistas","2016-04-20 14:21:40","Carlos","U"
"MXIM-AV-1-12-289","Xulum´Chon Weavers in resistence from the highlands","2016-04-20 14:23:35","Carlos","U"
"MXIM-AV-1-12-290","Women´s hamdicraft cooperative for dignity","2016-04-20 14:23:58","Carlos","U"
"MXIM-AV-1-11-131","100 Years Greenland on Film","2016-04-20 14:24:07","Jocelyn","U"
"MXIM-AV-1-11-132","Ruben Jaramillo 1900-1962 una historia mexicana","2016-04-20 14:24:52","Jocelyn","U"
"MXIM-AV-1-11-132","Ruben Jaramillo 1900-1962 una historia mexicana","2016-04-20 14:25:51","Jocelyn","U"
"MXIM-AV-1-11-133","Sáname con tu poder. Medicina tradicional mixe","2016-04-20 14:26:41","Jocelyn","U"
"MXIM-AV-1-11-134","Los teatros del pueblo","2016-04-20 14:27:11","Jocelyn","U"
"MXIM-AV-1-11-135","Semana Santa in Patamban. Purhépecha, Michoacán, Mexico","2016-04-20 14:27:37","Jocelyn","U"
"MXIM-AV-1-11-137","Tato Bores, actor cómico de la nación","2016-04-20 14:31:08","Jocelyn","U"
"MXIM-AV-1-12-332","The Corporatión","2016-04-20 14:36:44","Jocelyn","U"
"MXIM-AV-1-12-333","Las Cruces","2016-04-20 14:38:12","Jocelyn","U"
"MXIM-AV-1-12-334","Nicaragua","2016-04-20 14:39:27","Jocelyn","U"
"MXIM-AV-1-12-335","Presentación del libro \"La fiesta del chivo\" en México","2016-04-20 14:42:38","Jocelyn","U"
"MXIM-AV-1-12-336","Les premiers pas du cinéma- Un réve en couleur","2016-04-20 14:44:24","Jocelyn","U"
"MXIM-AV-1-12-337","Retour Flamme de 01","2016-04-20 14:45:31","Jocelyn","U"
"MXIM-AV-1-12-339","Rudos contra Técnicos","2016-04-20 14:46:33","Jocelyn","U"
"MXIM-AV-1-12-340","Pic-nic","2016-04-20 14:47:22","Jocelyn","U"
"MXIM-AV-1-12-341","Falamos de António Campos","2016-04-20 14:48:33","Jocelyn","U"
"MXIM-AV-1-12-342","Gandhi's Children","2016-04-20 14:50:07","Jocelyn","U"
"MXIM-AV-1-12-343","Obras Documentais de Jean Rouch","2016-04-20 15:01:25","Jocelyn","U"
"MXIM-AV-1-12-344","Some Alien Creatures","2016-04-20 15:05:15","Jocelyn","U"
"MXIM-AV-1-12-345","O ´parque","2016-04-20 15:05:45","Jocelyn","U"
"MXIM-AV-1-12-346","Memórias do Cativeiro","2016-04-20 15:06:45","Jocelyn","U"
"MXIM-AV-1-12-347","Jongos, Calangos e Folias","2016-04-20 15:07:36","Jocelyn","U"
"MXIM-AV-1-12-348","Versos e Cacetes","2016-04-20 15:08:24","Jocelyn","U"
"MXIM-AV-1-12-349","Rostros de la Antropología","2016-04-20 15:09:25","Jocelyn","U"
"MXIM-AV-1-12-350","La banda del automóvil gris","2016-04-20 15:10:39","Jocelyn","U"
"MXIM-AV-1-12-351","Mujeres de Pozuelos y El Pinar: existencias tzotziles al borde de una decisión cultural","2016-04-20 15:11:13","Jocelyn","U"
"MXIM-AV-1-12-351","Mujeres de Pozuelos y El Pinar: existencias tzotziles al borde de una decisión cultural","2016-04-20 15:11:31","Jocelyn","U"
"MXIM-AV-1-12-352","El conocimiento hidráulico: una tradición milenaria en el México prehispánico","2016-04-20 15:12:22","Jocelyn","U"
"MXIM-AV-1-12-353","Historia Audiovisual de la Universidad Autónoma de la Ciudad de México","2016-04-20 15:13:25","Jocelyn","U"
"MXIM-AV-1-10-59","Yves Tanguy: A las 4 de la tarde en verano, esperanza","2016-04-20 15:31:12","Jocelyn","U"
"MXIM-AV-1-10-60","Sonia Delaunay: Electric Prisms","2016-04-20 15:33:04","Jocelyn","U"
"MXIM-AV-1-11-8","Amsterdam global Village","2016-04-20 15:50:05","Jocelyn","U"
"MXIM-AV-1-11-14","Batallón Olimpia. Documento abierto","2016-04-20 15:55:29","Jocelyn","U"
"MXIM-AV-1-11-22","Chiapas, la otra guerra","2016-04-20 15:58:08","Jocelyn","U"
"MXIM-AV-1-11-24","Chile la memoria obstinada","2016-04-20 15:59:10","Jocelyn","U"
"MXIM-AV-1-11-76","La batalla por Ciudadano Kane","2016-04-21 08:38:42","Carlos","U"
"MXIM-AV-1-10-73","La relieuse","2016-04-21 09:01:01","Carlos","U"
"MXIM-AV-1-10-74","La bistrote","2016-04-21 09:01:23","Carlos","U"
"MXIM-AV-1-10-75","La canneuse","2016-04-21 09:01:40","Carlos","U"
"MXIM-AV-1-10-76","La repasseuse","2016-04-21 09:01:57","Carlos","U"
"MXIM-AV-1-10-77","La rémouleuse","2016-04-21 09:02:13","Carlos","U"
"MXIM-AV-1-10-78","La maítre-verrier","2016-04-21 09:02:33","Carlos","U"
"MXIM-AV-1-10-67","La matelassière","2016-04-21 09:03:05","Carlos","U"
"MXIM-AV-1-10-68","La fileuse","2016-04-21 09:03:26","Carlos","U"
"MXIM-AV-1-10-69","La trempeuse","2016-04-21 09:03:45","Carlos","U"
"MXIM-AV-1-10-70","L'orangère","2016-04-21 09:04:11","Carlos","U"
"MXIM-AV-1-10-71","La brodeuse","2016-04-21 09:04:34","Carlos","U"
"MXIM-AV-1-10-72","La dame-lavabo","2016-04-21 09:04:58","Carlos","U"
"MXIM-AV-1-12-331","Viviendo al límite","2016-04-21 11:48:12","Jocelyn","U"
"MXIM-AV-1-12-335","Presentación del libro \"La fiesta del chivo\" en México","2016-04-21 11:56:55","Jocelyn","U"
"MXIM-AV-1-12-336","Les premiers pas du cinéma- Un réve en couleur","2016-04-21 11:57:36","Jocelyn","U"
"MXIM-AV-1-12-337","Retour Flamme de 01","2016-04-21 11:58:04","Jocelyn","U"
"MXIM-AV-1-12-343","Obras Documentais de Jean Rouch","2016-04-21 11:59:28","Jocelyn","U"
"MXIM-AV-1-12-344","Some Alien Creatures","2016-04-21 12:00:40","Jocelyn","U"
"MXIM-AV-1-12-130","Born in to brothels: Calcuta´s red lights kids","2016-04-21 12:11:16","Carlos","U"
"MXIM-AV-1-10-62","Stanley Spencer: The Resurrection Cookham","2016-04-21 12:17:07","Jocelyn","U"
"MXIM-AV-1-10-63","Louis o Antoine Le Nain: Peasant Family","2016-04-21 12:23:58","Jocelyn","U"
"MXIM-AV-1-10-60","Sonia Delaunay: Electric Prisms","2016-04-21 12:24:29","Jocelyn","U"
"MXIM-AV-1-10-64","John Everett Millais: Ophelia","2016-04-21 12:25:38","Jocelyn","U"
"MXIM-AV-1-10-66","Divine horsemen, The living Gods of Haiti","2016-04-21 12:27:26","Jocelyn","U"
"MXIM-AV-1-12-36","El arte de hacer ciudad","2016-04-21 12:42:14","Carlos","U"
"MXIM-AV-1-11-221","Radio Interferencia 89.3","2016-04-21 18:28:18","Lilia","U"
"MXIM-AV-1-11-96","Lyrical Nitrate","2016-04-22 13:04:13","Jocelyn","U"
"MXIM-AV-1-11-55","Fin de la Guerra","2016-04-22 14:25:40","Jocelyn","U"
"MXIM-AV-1-11-114","Altos hornos Zapla","2016-04-22 14:40:27","Jocelyn","U"
"MXIM-AV-1-11-114","Altos hornos Zapla","2016-04-22 14:53:43","Jocelyn","U"
"MXIM-AV-1-11-119","Palestina do norte o araguaia passa por aqui","2016-04-22 14:57:54","Jocelyn","U"
"MXIM-AV-1-10-73","La relieuse","2016-04-22 15:19:49","Jocelyn","U"
"MXIM-AV-1-10-74","La bistrote","2016-04-22 15:36:08","Jocelyn","U"
"MXIM-AV-1-11-212","The wonderful horrible life of Leni Riefenstahl","2016-04-27 09:35:04","Lilia","U"
"MXIM-AV-1-11-213","The wonderful horrible life of Leni Riefenstahl","2016-04-27 09:45:08","Lilia","U"
"MXIM-AV-1-11-217","Chocalheiro Bemposta","2016-04-27 09:47:54","Lilia","U"
"MXIM-AV-1-11-218","Film spricht viele sprachen","2016-04-27 09:48:32","Lilia","U"
"MXIM-AV-1-11-219","Film ist mehr als Film","2016-04-27 09:49:02","Lilia","U"
"MXIM-AV-1-11-220","Early applicata","2016-04-27 09:49:32","Lilia","U"
"MXIM-AV-1-12-1","Chris by Chris","2016-04-27 09:54:55","Lilia","U"
"MXIM-AV-1-12-3","A grande experiencia","2016-04-27 09:58:10","Lilia","U"
"MXIM-AV-1-12-55-3","Ethnologie","2016-04-27 09:58:48","Lilia","U"
"MXIM-AV-1-12-141-6","Eduardo Viana: Die Kleine","2016-04-27 10:15:21","Lilia","U"
"MXIM-AV-1-12-141-8","Vieyra Da Silva: Tragishe Geschichte Auf Dem Meer","2016-04-27 10:22:27","Lilia","U"
"MXIM-AV-1-12-9","Black-Blob","2016-04-27 10:24:14","Lilia","U"
"MXIM-AV-1-12-13","10e Chambre, instants d´audiences","2016-04-27 10:27:00","Lilia","U"
"MXIM-AV-1-12-18","Congos, rítmo e devoção","2016-04-27 10:28:30","Lilia","U"
"MXIM-AV-1-10-69","La trempeuse","2016-04-27 10:34:05","Jocelyn","U"
"MXIM-AV-1-10-85","Corresponsales de guerra III","2016-04-27 10:56:28","Jocelyn","U"
"MXIM-AV-1-11-1","Adolfo Ruiz Cortines, el jugador de dominó","2016-04-27 11:02:20","Jocelyn","U"
"MXIM-AV-1-10-81","Después de... No se os puede dejar solos","2016-04-27 11:10:10","Jocelyn","U"
"MXIM-AV-1-11-6","Miguel Alemán Valdés, el cachorro de la revolución","2016-04-27 11:34:57","Jocelyn","U"
"MXIM-AV-1-11-1","Adolfo Ruiz Cortines, el jugador de dominó","2016-04-27 11:41:15","Jocelyn","U"
"MXIM-AV-1-11-3","Afriques: comment ca va avec la douleur?","2016-04-27 11:46:15","Jocelyn","U"
"MXIM-AV-1-11-4","Más vale paso que dure","2016-04-27 11:47:37","Jocelyn","U"
"MXIM-AV-1-11-7","Amealco-USA. Cincuenta años de migración en un pueblo del centro de México","2016-04-27 11:49:53","Jocelyn","U"
"MXIM-AV-1-11-9","A place called Chiapas","2016-04-27 11:52:22","Jocelyn","U"
"MXIM-AV-1-11-10","Ariles y más ariles… Testimonios del son jarocho","2016-04-27 11:53:24","Jocelyn","U"
"MXIM-AV-1-11-11","Obra Documental de Artavazd Pelechian","2016-04-27 11:54:32","Jocelyn","U"
"MXIM-AV-1-11-13","Batalhas pelo Patrimonio Batalhas pela História","2016-04-27 11:57:07","Jocelyn","U"
"MXIM-AV-1-11-14","Batallón Olimpia. Documento abierto","2016-04-27 11:58:22","Jocelyn","U"
"MXIM-AV-1-11-15","Belovy","2016-04-27 12:02:14","Jocelyn","U"
"MXIM-AV-1-11-19","Candlemas in Patamban. Purhépecha, Michoacán, México","2016-04-27 12:07:55","Jocelyn","U"
"MXIM-AV-1-11-27","Cinéma Perdu","2016-04-27 12:40:22","Jocelyn","U"
"MXIM-AV-1-11-27","Cinéma Perdu","2016-04-27 12:41:24","Jocelyn","U"
"MXIM-AV-1-11-28","Nema-ye Nazdik","2016-04-27 12:44:27","Jocelyn","U"
"MXIM-AV-1-11-28","Nema-ye Nazdik","2016-04-27 12:44:49","Jocelyn","U"
"MXIM-AV-1-11-29","Consulta Nacional","2016-04-27 12:47:13","Jocelyn","U"
"MXIM-AV-1-11-30","Copperwork in Santa Clara del Cobre. Artisans facing change","2016-04-27 12:48:34","Jocelyn","U"
"MXIM-AV-1-11-32","Cuando yo nací como persona","2016-04-27 12:52:02","Jocelyn","U"
"MXIM-AV-1-11-35","Weavers in Auiran. Michoacán, Mexico","2016-04-27 12:56:33","Jocelyn","U"
"MXIM-AV-1-11-36","De wereld rond met pathé 1910-1915","2016-04-27 12:58:18","Jocelyn","U"
"MXIM-AV-1-11-36","De wereld rond met pathé 1910-1915","2016-04-27 12:59:23","Jocelyn","U"
"MXIM-AV-1-11-37","Del olvido al no me acuerdo","2016-04-27 13:02:43","Jocelyn","U"
"MXIM-AV-1-11-38","Destination Samoa. New Zealand-Samoans between two cultures","2016-04-27 13:04:03","Jocelyn","U"
"MXIM-AV-1-11-39","Días de albergue","2016-04-27 13:04:42","Jocelyn","U"
"MXIM-AV-1-11-41","Diva Dolorosa","2016-04-27 13:08:10","Jocelyn","U"
"MXIM-AV-1-11-42","Ecología y grupos étnicos","2016-04-27 13:09:23","Jocelyn","U"
"MXIM-AV-1-11-45","Adolfo Ruiz Cortines, el apogeo del sistema","2016-04-27 13:14:17","Jocelyn","U"
"MXIM-AV-1-11-46","Nuestra capital hace medio siglo","2016-04-27 13:15:48","Jocelyn","U"
"MXIM-AV-1-11-52","Miguel Alemán, El presidente empresario","2016-04-27 13:21:48","Jocelyn","U"
"MXIM-AV-1-11-57","Francisco Villa: el Ángel y el Fierro","2016-04-27 13:28:36","Jocelyn","U"
"MXIM-AV-1-11-58","Frank Lloyd Wright. The office for Edgar J. Kaufmann","2016-04-27 13:29:48","Jocelyn","U"
"MXIM-AV-1-11-59","Future Remembrance. Photography and Image Art in Ghana","2016-04-27 13:32:04","Jocelyn","U"
"MXIM-AV-1-11-60","Guia Too","2016-04-27 13:32:45","Jocelyn","U"
"MXIM-AV-1-11-61","¡Hay Tamales! La muestra del tamal en México","2016-04-27 13:33:36","Jocelyn","U"
"MXIM-AV-1-11-62","Historia Argentina 1776-1880","2016-04-27 13:38:47","Jocelyn","U"
"MXIM-AV-1-11-63","Historia Argentina 1880-1930","2016-04-27 13:39:31","Jocelyn","U"
"MXIM-AV-1-11-64","Historia Argentina 1930-1955","2016-04-27 13:40:25","Jocelyn","U"
"MXIM-AV-1-11-65","Lázaro Cárdenas, Entre el pueblo y el poder","2016-04-27 13:42:49","Jocelyn","U"
"MXIM-AV-1-11-70","Kayapos. Planet des hommes","2016-04-27 13:47:21","Jocelyn","U"
"MXIM-AV-1-11-83","La radio mexicana","2016-04-27 13:57:07","Jocelyn","U"
"MXIM-AV-1-11-84","\"Las manitos\", Reproductive Health Campaign, Bolivia","2016-04-27 13:58:12","Jocelyn","U"
"MXIM-AV-1-11-86","11 de septiembre, 1973. El último combate de Salvador Allende","2016-04-27 14:00:37","Jocelyn","U"
"MXIM-AV-1-11-90","López Mateos, pan y palo","2016-04-27 14:05:43","Jocelyn","U"
"MXIM-AV-1-11-92","Luis Echeverría, La empeñosa ambición","2016-04-27 14:08:02","Jocelyn","U"
"MXIM-AV-1-11-97","Ávila Camacho, el general caballero","2016-04-27 14:13:51","Jocelyn","U"
"MXIM-AV-1-12-28","Siza Vieira O arquitecto e a cidade velha","2016-04-27 14:50:08","Lilia","U"
"MXIM-AV-1-12-29","Deux films d´Agnes Varda","2016-04-27 14:51:34","Lilia","U"
"MXIM-AV-1-12-30","The filth and the fury. A Sex Pistols film","2016-04-27 14:54:04","Lilia","U"
"MXIM-AV-1-12-32","Obras documentais de Alain Resnais","2016-04-27 14:54:42","Lilia","U"
"MXIM-AV-1-12-343","Obras documentais de Jean Rouch","2016-04-27 14:55:26","Lilia","U"
"MXIM-AV-1-12-47","A wild legacy","2016-04-27 14:58:04","Lilia","U"
"MXIM-AV-1-10-45","Sumatra Knochenumbettung","2016-04-27 15:01:13","Lilia","U"
"MXIM-AV-1-12-57","Exotic Europe, Journeys into early cinema","2016-04-27 15:01:59","Lilia","U"
"MXIM-AV-1-12-60","Food, inc.","2016-04-27 15:12:13","Lilia","U"
"MXIM-AV-1-12-67","H.i.j.o.s. El alma en dos","2016-04-27 15:13:19","Lilia","U"
"MXIM-AV-1-11-105","Méliès. Le Cinémagicien","2016-04-28 10:23:15","Jocelyn","U"
"MXIM-AV-1-11-105","La magie Méliès","2016-04-28 10:27:52","Jocelyn","U"
"MXIM-AV-1-11-112","Díaz Ordaz y el 68","2016-04-28 10:31:49","Jocelyn","U"
"MXIM-AV-1-11-121","Polifonias. Paci é saluta, Michel Giacometti","2016-04-28 10:38:40","Jocelyn","U"
"MXIM-AV-1-11-205","Tato Bores, actor comico de la nación","2016-04-28 10:56:18","Jocelyn","U"
"MXIM-AV-1-11-21","Chiapas. La historia continúa","2016-04-28 11:51:44","Jocelyn","U"
"MXIM-AV-1-11-141","The Lumière Brothers´First Films","2016-04-29 13:24:55","Lilia","U"
"MXIM-AV-1-11-143","All your kisses are mine","2016-04-29 13:29:11","Lilia","U"
"MXIM-AV-1-11-145","The social life of small urban spaces","2016-04-29 13:34:16","Lilia","U"
"MXIM-AV-1-11-146","De tijdmachine: overpeinzingen bij 100 jaar beeldcultuur","2016-04-29 13:37:34","Lilia","U"
"MXIM-AV-1-11-156","Los ferro, The railway men","2016-04-29 13:39:26","Lilia","U"
"MXIM-AV-1-11-157","A cariño galaico","2016-04-29 13:40:31","Lilia","U"
"MXIM-AV-1-11-158","Senhora Aparecida","2016-04-29 13:42:19","Lilia","U"
"MXIM-AV-1-11-171","Kelly loves Tony","2016-04-29 13:43:43","Lilia","U"
"MXIM-AV-1-11-209","O amor natural","2016-04-29 13:54:52","Lilia","U"
"MXIM-AV-1-11-217","Chocalheiro Bemposta","2016-04-29 13:56:40","Lilia","U"
"MXIM-AV-1-11-218","Film spricht viele sprachen","2016-04-29 13:57:50","Lilia","U"
"MXIM-AV-1-11-219","Film ist mehr als Film","2016-04-29 13:59:08","Lilia","U"
"MXIM-AV-1-11-220","Early applicata","2016-04-29 13:59:31","Lilia","U"
"MXIM-AV-1-12-1","Chris by Chris","2016-04-29 14:01:59","Lilia","U"
"MXIM-AV-1-12-2","Adio Kerida Good bye dear love","2016-04-29 14:03:17","Lilia","U"
"MXIM-AV-1-12-3","A grande experiencia","2016-04-29 14:05:50","Lilia","U"
"MXIM-AV-1-12-55-3","Ethnologie","2016-04-29 14:07:45","Lilia","U"
"MXIM-AV-1-12-9","Black-Blob","2016-04-29 14:09:35","Lilia","U"
"MXIM-AV-1-12-13","10e Chambre, instants d´audiences","2016-04-29 14:10:40","Lilia","U"
"MXIM-AV-1-12-18","Congos: rítmo e devoção","2016-04-29 14:11:53","Lilia","U"
"MXIM-AV-1-12-24","De Duchamp au Pop Art","2016-04-29 14:13:31","Lilia","U"
"MXIM-AV-1-12-28","Siza Vieira O arquitecto e a cidade velha","2016-04-29 14:16:29","Lilia","U"
"MXIM-AV-1-12-29","Deux films d´Agnes Varda","2016-04-29 14:17:35","Lilia","U"
"MXIM-AV-1-12-30","The filth and the fury. A Sex Pistols film","2016-04-29 14:18:17","Lilia","U"
"MXIM-AV-1-12-32","Obras documentais de Alain Resnais","2016-04-29 14:19:33","Lilia","U"
"MXIM-AV-1-12-55","Ethnologie","2016-04-29 14:22:05","Lilia","U"
"MXIM-AV-1-12-56","Etre et avoir","2016-04-29 14:22:39","Lilia","U"
"MXIM-AV-1-12-57","Exotic Europe, Journeys into early cinema","2016-04-29 14:23:44","Lilia","U"
"MXIM-AV-1-12-60","Food, inc.","2016-04-29 14:24:53","Lilia","U"
"MXIM-AV-1-10-60","Sonia Delaunay: Electric Prisms","2016-05-02 11:09:56","Jocelyn","U"
"MXIM-AV-1-10-83","Ilha das Flores","2016-05-02 11:12:09","Jocelyn","U"
"MXIM-AV-1-10-30","Une histoire de vent","2016-05-02 11:13:17","Jocelyn","U"
"MXIM-AV-1-11-199","La souffleuse de verre","2016-05-02 11:27:42","Jocelyn","U"
"MXIM-AV-1-11-53","Adria, Urlaubsfilme 1954-1968","2016-05-02 11:43:24","Jocelyn","U"
"MXIM-AV-1-11-115","O Velho Capoerista. Mestre Joao Pequeño de Pastinha","2016-05-02 11:51:40","Jocelyn","U"
"MXIM-AV-1-11-115","O Velho Capoeirista. Mestre Joao Pequeño de Pastinha","2016-05-02 12:00:05","Jocelyn","U"
"MXIM-AV-1-11-192","La gaveuse","2016-05-02 15:43:18","Lilia","U"
"MXIM-AV-1-11-193","La romancière","2016-05-02 15:43:41","Lilia","U"
"MXIM-AV-1-11-195","La fleuriste","2016-05-02 15:44:22","Lilia","U"
"MXIM-AV-1-11-197","La marchande de journaux","2016-05-02 15:44:55","Lilia","U"
"MXIM-AV-1-11-198","L´opticienne","2016-05-02 15:45:30","Lilia","U"
"MXIM-AV-1-11-200","L´illusionniste","2016-05-02 15:45:49","Lilia","U"
"MXIM-AV-1-11-201","L´accordeuse de piano","2016-05-02 15:46:10","Lilia","U"
"MXIM-AV-1-11-202","La corsetière","2016-05-02 15:46:28","Lilia","U"
"MXIM-AV-1-11-204","Parler et travailler","2016-05-02 15:47:36","Lilia","U"
"MXIM-AV-1-11-223","Congreso fundacional del FZLN (consensos y disensos) septiembre de 1997","2016-05-09 10:43:50","Lilia","C"
"MXIM-AV-1-11-223","Congreso fundacional del FZLN (consensos y disensos) septiembre de 1997","2016-05-09 10:46:23","Lilia","U"
"MXIM-AV-1-11-224","El sexto sol Rebelión maya en Chiapas","2016-05-09 12:01:48","Lilia","C"
"MXIM-AV-1-11-225","Zapatista a big noise film","2016-05-09 14:12:30","Lilia","C"
"MXIM-AV-1-12-259","The Greatest Movie Ever Sold","2016-05-09 14:16:51","Jocelyn","C"
"MXIM-AV-1-11-226","10 años tomando el cielo por asalto","2016-05-09 15:24:52","Lilia","C"
"MXIM-AV-1-12-338","30 años de vida venciendo a la muerte","2016-05-09 16:20:08","Lilia","C"
"MXIM-AV-1-12-259","The Greatest Movie Ever Sold","2016-05-11 14:58:40","Jocelyn","U"
"MXIM-AV-1-12-365","La toma","2016-05-12 14:33:21","Lilia","C"
"MXIM-AV-1-12-259","The Greatest Movie Ever Sold","2016-05-12 15:11:58","Jocelyn","U"
"MXIM-AV-1-12-365","La toma","2016-05-12 15:23:34","Lilia","U"
"MXIM-AV-1-11-227","La vida loca","2016-05-12 16:34:30","Lilia","C"
"MXIM-AV-1-12-365","La toma","2016-05-12 16:37:00","Lilia","U"
"MXIM-AV-1-11-227","La vida loca","2016-05-12 17:03:38","Lilia","U"
"MXIM-AV-1-12-367","Žižek!","2016-05-13 12:00:42","Lilia","C"
"MXIM-AV-1-12-368","The revolution will not be televised","2016-05-13 14:09:30","Lilia","C"
"MXIM-AV-1-12-368","The revolution will not be televised","2016-05-13 14:11:27","Lilia","U"
"MXIM-AV-1-12-259","The Greatest Movie Ever Sold","2016-05-13 14:56:18","Jocelyn","U"
"MXIM-AV-1-12-259","The Greatest Movie Ever Sold","2016-05-13 15:05:37","Jocelyn","U"
"MXIM-AV-1-11-227","El derecho de vivir en paz","2016-05-13 17:00:01","Lilia","C"
"MXIM-AV-1-12-259","The Greatest Movie Ever Sold","2016-05-16 11:28:43","Jocelyn","U"
"MXIM-AV-1-13-46","Emboscando al olvido","2016-05-16 11:59:05","Jocelyn","C"
"MXIM-AV-1-13-46","Emboscando al olvido","2016-05-16 12:06:42","Jocelyn","U"
"MXIM-AV-1-13-46","Emboscando al olvido","2016-05-16 12:38:54","Jocelyn","U"
"MXIM-AV-1-13-50","Jason Becker not dead yet","2016-05-16 13:00:28","Lilia","C"
"MXIM-AV-1-13-50","Jason Becker not dead yet","2016-05-16 13:11:39","Lilia","U"
"MXIM-AV-1-12-369","Anvil","2016-05-16 13:17:31","Lilia","C"
"MXIM-AV-1-12-369","Anvil! The Story of Anvil","2016-05-16 13:40:28","Lilia","U"
"MXIM-AV-1-12-369","Anvil! The Story of Anvil","2016-05-16 13:45:45","Lilia","U"
"MXIM-AV-1-13-46","Emboscando al olvido","2016-05-16 14:13:50","Jocelyn","U"
"MXIM-AV-1-12-369","Anvil! The Story of Anvil","2016-05-16 14:44:10","Lilia","U"
"MXIM-AV-1-2-1","Gandhi's Children","2016-05-16 15:24:41","Lilia","C"
"MXIM-AV-1-12-342","Gandhi's Children","2016-05-16 15:29:02","Lilia","U"
"MXIM-AV-1-11-66","Swagatam (bem-vindos)","2016-05-16 15:31:20","Lilia","U"
"MXIM-AV-1-13-51","Stories we tell","2016-05-16 15:49:52","Lilia","C"
"MXIM-AV-1-13-51","Stories we tell","2016-05-16 16:19:02","Lilia","U"
"MXIM-AV-1-13-51","Stories we tell","2016-05-16 17:11:50","Lilia","U"
